ID,Name,Gender,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
36158,Marco Aurelio Fontana,M,27,172,68,Italy,ITA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Mountainbike  Cross-Country,Bronze
36220,Rosalba Forciniti,F,26,159,52,Italy,ITA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Bronze
36240,Russell Ford,M,28,181,77,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
36336,Robert Frstemann,M,26,174,90,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Bronze
36350,Karsten Forsterling,M,32,191,88,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
36558,Sylvia Shaqueria Fowles,F,26,198,90,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
36567,"Jessica Esther ""Jess"" Fox",F,18,166,60,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,Canoeing Women's Kayak Singles  Slalom,Silver
36580,William Speed Lane Fox-Pitt,M,43,196,80,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,Equestrianism Mixed Three-Day Event  Team,Silver
36595,Marit Malm Frafjord,F,26,182,78,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
36650,"Zsuzsanna ""Susan"" Francia",F,29,188,80,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
36735,Michele Frangilli,M,36,181,110,Italy,ITA,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,Gold
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,Silver
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
36880,Michael Audley Frater,M,29,170,67,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
37168,Vitaly Valeryevich Fridzon,M,26,196,82,Russia,RUS,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze
37325,Helena Fromm,F,24,175,67,Germany,GER,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,Bronze
37338,"Christopher Clive ""Chris"" Froome",M,27,185,69,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,Bronze
37396,Fu Haifeng,M,28,181,78,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,Gold
37409,Florian Fuchs,M,20,185,74,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
37440,Andrea Fuentes Fache,F,29,169,58,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
37440,Andrea Fuentes Fache,F,29,169,58,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
37479,Mizuki Fujii,F,23,160,60,Japan-1,JPN,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,Silver
37482,Takuro Fujii,M,27,184,82,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
37561,Ai Fukuhara,F,23,156,48,Japan,JPN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Silver
37573,Miho Fukumoto,F,28,165,66,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
37589,Magdalena Fularczyk-Kozowska,F,25,173,70,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Bronze
37688,Moritz Frste,M,27,190,89,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
37705,Takaharu Furukawa,M,27,174,89,Japan,JPN,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,Silver
37775,Karam Mohamed Gaber Ibrahim,M,32,182,84,Egypt,EGY,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Light-Heavyweight  Greco-Roman,Silver
37799,Gabriel Vasconcellos Ferreira,M,19,193,NA,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
37861,Daniyal Magomedovich Gadzhiyev,M,26,176,84,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Light-Heavyweight  Greco-Roman,Bronze
37877,Kamilla Yusufovna Gafurzyanova (-Vaksman),F,24,174,64,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,Fencing Women's Foil  Team,Silver
37972,"Edwin Johannes ""Edward"" Gal",M,42,182,72,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,Equestrianism Mixed Dressage  Team,Bronze
38045,Marco Galiazzo,M,29,178,98,Italy,ITA,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,Gold
38157,Valentino Gallo,M,27,192,95,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
38177,Arsen Zhorayevich Galstyan,M,23,170,60,Russia,RUS,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,Gold
38374,"Paulo Henrique ""Ganso"" Chagas de Lima",M,22,184,78,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
38457,Fernanda Garay Rodrigues,F,26,181,75,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
38584,Ivn Alejandro Garca Navarro,M,18,165,55,Mexico,MEX,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Platform,Silver
38640,"Mara del Carmen ""Maica"" Garca Godoy",F,21,188,90,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
38665,Nicols Garca Hemme,M,24,188,80,Spain,ESP,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,Silver
38959,Marc Gasol Sez,M,27,213,122,Spain,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
38960,Pau Gasol Sez,M,32,215,115,Spain,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
38989,Richard Gasquet,M,26,185,75,France-2,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Bronze
39016,Aaron Gate,M,21,181,71,New Zealand,NZL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Pursuit  4 000 metres,Bronze
39035,Justin Alexander Gatlin,M,30,186,80,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,Bronze
39092,Scott Hunter Gault,M,29,196,94,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Bronze
39206,Robyn Krista Gayle,F,26,170,63,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
39288,Dejen Gebremeskel,M,22,180,58,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 5 000 metres,Silver
39396,Erba Tiki Gelana,F,24,165,48,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,Gold
39672,Aleksandra Viktorovna Gerasimenya,F,26,175,60,Belarus,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Silver
39672,Aleksandra Viktorovna Gerasimenya,F,26,175,60,Belarus,BLR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Silver
39949,Komeil Nemat Ghasemi,M,24,186,115,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Super-Heavyweight  Freestyle,Bronze
40054,Habiba Al-Ghribi-Boudra,F,28,174,51,Tunisia,TUN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 3 000 metres Steeplechase,Silver
40060,Gi Seong-Yong,M,23,187,75,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
40071,Massimo Giacoppo,M,29,184,90,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
40130,Khristina Giazitzidou,F,22,168,59,Greece,GRE,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
40131,"Gilberto Amauri ""Giba"" de Godoy Filho",M,35,192,85,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
40139,Gemma Jeanette Gibbons,F,25,173,70,Great Britain,GBR,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Heavyweight,Silver
40180,"Robert Michael ""Rob"" Gibson",M,26,195,101,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
40339,Bertrand Fabien Gille,M,34,187,98,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
40342,Guillaume Alain Gille,M,36,192,97,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
40403,Fabien Pierre Aurlien Dominique Gilot,M,28,193,85,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
40449,Drew Cameron Ginn,M,37,195,85,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
40480,Alex Giorgetti,M,24,187,78,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
40511,Andrea Giovi,M,28,183,80,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
40525,Christine Girard,F,27,160,63,Canada,CAN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Bronze
40611,Niccol Gitto,M,25,190,90,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
40671,Jasmin Glaesser,F,20,167,58,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Bronze
40818,Helen Rachel M. Glover,F,26,177,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Gold
40869,Priscilla Gneto,F,20,164,52,France,FRA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Bronze
40912,Cline Sandrine Francine Goberville,F,25,156,53,France,FRA,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Air Pistol  10 metres,Silver
40930,ivko Goci,M,29,193,93,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
40954,Maartje Goderie,F,28,158,50,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
40967,Elodie Godin,F,27,191,80,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver
41056,Giorgi Gogshelidze,M,32,185,96,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Heavyweight  Freestyle,Bronze
41061,"Matthew ""Matt"" Gohdes",M,22,180,80,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
41087,Jakov Gojun,M,26,203,112,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
41120,Anders Christian Golding,M,28,186,95,Denmark,DEN,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Silver
41302,Francisco Javier Gmez Noya,M,29,178,69,Spain,ESP,2012 Summer,2012,Summer,London,Triathlon,Triathlon Men's Olympic Distance,Silver
41354,milie Gomis,F,28,178,64,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver
41390,Marina Sergeyevna Goncharova,F,22,167,NA,Belarus,BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
41418,Gong Jinjie,F,25,165,65,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Silver
41420,Gong Lijiao,F,23,175,105,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Shot Put,Bronze
41484,Asley Gonzlez Montero,M,22,179,90,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Men's Middleweight,Silver
41543,Joel Gonzlez Bonilla,M,22,185,68,Spain,ESP,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Flyweight,Gold
41810,Lalonde Keida Gordon,M,23,179,83,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,Bronze
41810,Lalonde Keida Gordon,M,23,179,83,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
42035,Sadegh Goudarzi,M,24,179,74,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Middleweight  Freestyle,Silver
42050,Westley Gough,M,24,185,78,New Zealand,NZL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Pursuit  4 000 metres,Bronze
42059,Georgia Gould,F,32,175,61,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Mountainbike  Cross-Country,Bronze
42118,Kieran Govers,M,24,179,76,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
42158,"Robert Karl ""Robbie"" Grabarz",M,24,191,81,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze
42253,Anne-Caroline Graffe,F,26,176,72,France,FRA,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Silver
42312,Katherine Jane Grainger,F,36,183,78,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Gold
42401,Sergey Yuryevich Grankin,M,27,195,96,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
42591,Andrey Vladimirovich Grechin,M,24,199,99,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
42734,"Alexander John ""Alex"" Gregory",M,28,198,97,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Gold
42803,"Matthew ""Matt"" Grevers",M,27,203,105,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
42953,Martina Grimaldi,F,23,172,65,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Bronze
42984,Kari Aalvik Grimsb,F,27,180,80,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
43031,Anastasiya Nikolayevna Grishina,F,16,146,37,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
43091,Tim Grohmann,M,23,194,98,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Gold
43095,"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,27,190,100,Netherlands,NED,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Heavyweight,Bronze
43102,Mariya Igorevna Gromova,F,28,172,61,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
43288,Sandrine Gruda,F,25,193,83,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver
43412,Gu Bon-Gil,M,23,182,70,South Korea,KOR,2012 Summer,2012,Summer,London,Fencing,Fencing Men's Sabre  Team,Gold
43418,Gu Ja-Cheol,M,23,182,83,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
43551,Steeve Franois Fabien Gunot,M,26,172,66,France,FRA,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Welterweight  Greco-Roman,Bronze
43558,Steve Guerdat,M,30,182,70,Switzerland,SUI,2012 Summer,2012,Summer,London,Equestrianism,Equestrianism Mixed Jumping  Individual,Gold
43698,Michal Yves Robert Guigou,M,30,179,79,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
43834,Krista Guloien,F,32,177,73,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
43977,Guo Shuang,F,26,170,70,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Bronze
43977,Guo Shuang,F,26,170,70,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Keirin,Silver
43977,Guo Shuang,F,26,170,70,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Silver
43980,Guo Weiyang,M,24,160,52,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
43981,Guo Wenjun,F,28,168,60,China,CHN,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Air Pistol  10 metres,Gold
43986,Guo Yue,F,24,165,54,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Gold
44061,Yuliya Aleksandrovna Gushchina,F,29,174,61,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
44108,Mattias Oskar Gustafsson,M,34,193,104,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
44366,Kate Gynther,F,30,175,73,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
44410,Dniel Gyurta,M,23,185,77,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold
44529,Florencia Martina Habif,F,18,161,47,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
44597,Ehsan Haddadi,M,27,192,120,Iran,IRI,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,Silver
44745,Kosuke Hagino,M,17,177,71,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
44811,Juliette Anne Haigh,F,29,176,69,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Bronze
45219,Fabian Hambchen,M,24,164,62,Germany,GER,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
45332,Sarah Kathryn Hammer (-Sparks),F,28,171,65,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver
45332,Sarah Kathryn Hammer (-Sparks),F,28,171,65,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,Silver
45486,Han Sun-Cheol,M,27,178,60,South Korea,KOR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Silver
45525,Vincent Hancock,M,23,173,80,United States,USA,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Gold
45560,Tayyiba Mumtaz Haneef-Park,F,33,200,82,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
45567,Martin Hner,M,23,184,83,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
45684,Brendan Joseph Hansen,M,30,183,85,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
45684,Brendan Joseph Hansen,M,30,183,85,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45769,Lasse Norman Hansen,M,20,180,73,Denmark,DEN,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Omnium,Gold
45829,Janine Hanson,F,29,178,70,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
45881,Hao Yun,M,17,185,80,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
45928,Katrine Lunde Haraldsen,F,32,181,NA,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
45967,"James Edward ""Trey"" Hardee  III",M,28,196,96,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Silver
45970,James Edward Harden  Jr.,M,22,196,100,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
46015,Jessica Adele Hardy (-Meichtry),F,25,180,70,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
46015,Jessica Adele Hardy (-Meichtry),F,25,180,70,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
46091,Christa Deanne Harmotto-Dietzen,F,25,188,79,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
46102,Marlne Harnois,F,25,174,57,France,FRA,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Bronze
46113,Dawn Harper (-Everhart  -Nelson),F,28,168,61,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Silver
46207,Kayla Harrison,F,22,173,74,United States,USA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Heavyweight,Gold
46229,Kristi Lee Harrower,F,37,162,63,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
46277,Robert Harting,M,27,201,126,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,Gold
46283,Bridgitte Ellen Hartley,F,29,174,65,South Africa,RSA,2012 Summer,2012,Summer,London,Canoeing,Canoeing Women's Kayak Singles  500 metres,Bronze
46581,Gbor Hatos,M,28,170,76,Hungary,HUN,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Middleweight  Freestyle,Bronze
46647,Tobias Constantin Hauke,M,24,183,81,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
46710,Daniel Havel,M,20,178,79,Czech Republic,CZE,2012 Summer,2012,Summer,London,Canoeing,Canoeing Men's Kayak Fours  1 000 metres,Bronze
46807,Ren Hayakawa,F,24,179,65,Japan,JPN,2012 Summer,2012,Summer,London,Archery,Archery Women's Team,Bronze
46829,Brent Matthew Hayden,M,28,193,86,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Bronze
46922,He Chong,M,25,169,69,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Men's Springboard,Bronze
46931,He Kexin,F,20,142,33,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,Silver
46936,He Wenna,F,23,160,50,China,CHN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Women's Individual,Bronze
46948,He Zi,F,21,159,51,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Springboard,Silver
46948,He Zi,F,21,159,51,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Gold
46997,Liam Nicholas Heath,M,27,182,81,Great Britain,GBR,2012 Summer,2012,Summer,London,Canoeing,Canoeing Men's Kayak Doubles  200 metres,Bronze
46999,Tobin Powell Heath,F,24,168,59,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
47117,"Frederike Johanna Maria ""Femke"" Heemskerk",F,24,180,68,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
47187,Britta Heidemann,F,29,180,70,Germany,GER,2012 Summer,2012,Summer,London,Fencing,Fencing Women's epee  Individual,Silver
47198,Betty Heidler,F,28,175,85,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Bronze
47358,Zuzana Hejnov,F,25,173,63,Czech Republic,CZE,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Bronze
47726,Thais Henrquez Torres,F,29,185,69,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
47763,Samantha Henry-Robinson,F,23,163,58,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
47814,Michael David Hepburn,M,20,186,77,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Pursuit  4 000 metres,Silver
48128,Camilla Herrem,F,25,167,57,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
48144,Hctor Miguel Herrera Lpez,M,22,180,72,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
48283,Carl Rupert Hester,M,45,182,86,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,Equestrianism Mixed Dressage  Team,Gold
48376,Emilie-Joane Heymans,F,30,170,62,Canada,CAN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Bronze
48586,Phelan Peter Hill,M,33,172,55,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
48672,Philip Hindes,M,19,178,82,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Gold
48704,Igor Hini,M,36,202,110,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
48764,Sayaka Hirano,F,27,158,53,Japan,JPN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Silver
48768,Hiroaki Hiraoka,M,27,160,60,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,Silver
48902,Andrea Hlavkov,F,25,175,60,Czech Republic-1,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Silver
48927,Emin hmdov,M,25,170,74,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Middleweight  Greco-Roman,Bronze
49005,Pavol Hochschorner,M,32,176,75,Slovakia,SVK,2012 Summer,2012,Summer,London,Canoeing,Canoeing Men's Canadian Doubles  Slalom,Bronze
49006,Peter Hochschorner,M,32,188,82,Slovakia,SVK,2012 Summer,2012,Summer,London,Canoeing,Canoeing Men's Canadian Doubles  Slalom,Bronze
